[54.94.243.208] out: servers started
[54.233.97.117] out: got 4096 TXs
[54.233.97.117] out: timestampB (15, 1447168881.681985)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447168897.272600)
[52.27.237.141] out: [2] synced transactions.
[52.27.237.141] out: timestampE (2, 1447168896.916351)
[52.24.127.191] out: [0] synced transactions.
[52.24.127.191] out: timestampE (0, 1447168897.183102)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447168897.330411)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447168897.797990)
[52.8.19.154] out: [6] synced transactions.
[52.8.19.154] out: timestampE (6, 1447168897.419456)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447168897.362456)
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447168897.260011)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447168897.991019)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447168897.279456)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447168897.307615)
[54.208.194.6] out: [8] synced transactions.
[54.208.194.6] out: timestampE (8, 1447168897.267027)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447168897.567979)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447168897.258831)
[52.69.80.131] out: [28] synced transactions.
[52.69.80.131] out: timestampE (28, 1447168897.422372)
[52.192.140.223] out: [29] synced transactions.
[52.192.140.223] out: timestampE (29, 1447168897.866084)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447168897.360932)
[52.29.43.33] out: [21] synced transactions.
[52.29.43.33] out: timestampE (21, 1447168897.302060)
[52.69.246.137] out: [31] synced transactions.
[52.17.24.113] out: [17] synced transactions.
[52.69.246.137] out: timestampE (31, 1447168897.270287)
[52.17.24.113] out: timestampE (17, 1447168897.360686)
[52.31.164.91] out: [19] synced transactions.
[52.31.164.91] out: timestampE (19, 1447168897.324208)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447168897.320055)
[52.69.156.69] out: [30] synced transactions.
[52.69.156.69] out: timestampE (30, 1447168897.604320)
[54.179.157.121] out: [26] synced transactions.
[54.179.157.121] out: timestampE (26, 1447168898.027188)
[54.179.164.162] out: [25] synced transactions.
[54.179.164.162] out: timestampE (25, 1447168898.265281)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447168899.075142)
[54.179.135.65] out: [24] synced transactions.
[54.179.135.65] out: timestampE (24, 1447168899.774416)
[54.94.243.208] out: [14] synced transactions.
[54.94.243.208] out: timestampE (14, 1447168901.033501)
[54.207.93.82] out: [12] synced transactions.
[54.207.93.82] out: timestampE (12, 1447168900.930233)
[54.233.97.117] out: [15] synced transactions.
[54.233.97.117] out: timestampE (15, 1447168901.209001)
[54.232.199.192] out: [13] synced transactions.
[54.232.199.192] out: timestampE (13, 1447168901.340172)
[54.169.212.80] out: [27] synced transactions.
[54.169.212.80] out: timestampE (27, 1447168901.112492)
